"ensembl"	"gene"	"Chromosome"	"Start"	"End"
"ENSG00000243811"	"APOBEC3D"	"chr22"	39021113	39033277
"ENSG00000100307"	"CBX7"	"chr22"	39120167	39152680
"ENSG00000100311"	"PDGFB"	"chr22"	39223359	39244982
"ENSG00000100321"	"SYNGR1"	"chr22"	39349925	39385575
"ENSG00000100324"	"TAB1"	"chr22"	39399778	39437060
"ENSG00000128268"	"MGAT3"	"chr22"	39457012	39492194
"ENSG00000100346"	"CACNA1I"	"chr22"	39570753	39689735
"ENSG00000100351"	"GRAP2"	"chr22"	39901084	39973721
"ENSG00000133477"	"FAM83F"	"chr22"	39994954	40043534
"ENSG00000196588"	"MRTFA"	"chr22"	40410281	40636719
"ENSG00000128285"	"MCHR1"	"chr22"	40678750	40682814
"ENSG00000100399"	"CHADL"	"chr22"	41229510	41240931
"ENSG00000100403"	"ZC3H7B"	"chr22"	41301525	41360147
"ENSG00000167074"	"TEF"	"chr22"	41367333	41399326
"ENSG00000172346"	"CSDC2"	"chr22"	41561010	41577741
"ENSG00000100417"	"PMM1"	"chr22"	41576900	41589871
"ENSG00000234965"	"SHISA8"	"chr22"	41909543	41915074
"ENSG00000159958"	"TNFRSF13C"	"chr22"	41922032	41926806
"ENSG00000100167"	"SEPTIN3"	"chr22"	41969475	41998221
"ENSG00000205702"	"CYP2D7"	"chr22"	42140203	42149455
"ENSG00000226450"	"CYP2D8P"	"chr22"	42149886	42155001
"ENSG00000100207"	"TCF20"	"chr22"	42160013	42343616
"ENSG00000229891"	"LINC01315"	"chr22"	42364390	42369284
"ENSG00000235568"	"NFAM1"	"chr22"	42380407	42432403
"ENSG00000189306"	"RRP7A"	"chr22"	42508344	42519796
"ENSG00000183569"	"SERHL2"	"chr22"	42553617	42574382
"ENSG00000182841"	"RRP7BP"	"chr22"	42555223	42582038
"ENSG00000100243"	"CYB5R3"	"chr22"	42617840	42649392
"ENSG00000128274"	"A4GALT"	"chr22"	42692121	42721298
"ENSG00000100290"	"BIK"	"chr22"	43110750	43129712
"ENSG00000100300"	"TSPO"	"chr22"	43151547	43163242
"ENSG00000159307"	"SCUBE1"	"chr22"	43197280	43343372
"ENSG00000203527"	"SCUBE1-AS1"	"chr22"	43275955	43283830
"ENSG00000236117"	"LINC01639"	"chr22"	43400331	43409681
"ENSG00000186732"	"MPPED1"	"chr22"	43411196	43507848
"ENSG00000223843"	"EFCAB6-AS1"	"chr22"	43516107	43560063
"ENSG00000186976"	"EFCAB6"	"chr22"	43528744	43812337
"ENSG00000130540"	"SULT4A1"	"chr22"	43824509	43862513
"ENSG00000100341"	"PNPLA5"	"chr22"	43879678	43892013
"ENSG00000138964"	"PARVG"	"chr22"	44172956	44219533
"ENSG00000138944"	"SHISAL1"	"chr22"	44243665	44312951
"ENSG00000234300"	"LINC00229"	"chr22"	44606939	44625419
"ENSG00000186654"	"PRR5"	"chr22"	44668547	44737681
"ENSG00000248405"	"PRR5-ARHGAP8"	"chr22"	44702233	44862706
"ENSG00000056487"	"PHF21B"	"chr22"	44881162	45010005
"ENSG00000100364"	"KIAA0930"	"chr22"	45192244	45240894
"ENSG00000128408"	"RIBC2"	"chr22"	45413693	45432509
"ENSG00000077942"	"FBLN1"	"chr22"	45502238	45601135
"ENSG00000188064"	"WNT7B"	"chr22"	45920366	45977162
"ENSG00000182257"	"PRR34"	"chr22"	46049478	46054144
"ENSG00000197182"	"MIRLET7BHG"	"chr22"	46053869	46113928
"ENSG00000100416"	"TRMU"	"chr22"	46330875	46357340
"ENSG00000075275"	"CELSR1"	"chr22"	46360834	46537620
"ENSG00000075240"	"GRAMD4"	"chr22"	46576012	46679790
"ENSG00000100422"	"CERK"	"chr22"	46684410	46738252
"ENSG00000054611"	"TBC1D22A"	"chr22"	46762617	47175699
"ENSG00000219438"	"TAFA5"	"chr22"	48489553	48850912
"ENSG00000205632"	"LINC01310"	"chr22"	48866770	48898386
"ENSG00000188511"	"C22orf34"	"chr22"	49414524	49657542
"ENSG00000184164"	"CRELD2"	"chr22"	49918167	49927540
"ENSG00000198355"	"PIM3"	"chr22"	49960768	49964072
"ENSG00000188263"	"IL17REL"	"chr22"	49994513	50012659
"ENSG00000138892"	"TTLL8"	"chr22"	50015123	50056935
"ENSG00000100427"	"MLC1"	"chr22"	50059391	50085426
"ENSG00000073146"	"MOV10L1"	"chr22"	50089879	50161690
"ENSG00000073150"	"PANX2"	"chr22"	50170731	50180295
"ENSG00000170638"	"TRABD"	"chr22"	50185913	50199598
"ENSG00000128159"	"TUBGCP6"	"chr22"	50217689	50245023
"ENSG00000100429"	"HDAC10"	"chr22"	50245183	50251405
"ENSG00000188130"	"MAPK12"	"chr22"	50245450	50261716
"ENSG00000185386"	"MAPK11"	"chr22"	50263713	50270767
"ENSG00000196576"	"PLXNB2"	"chr22"	50274979	50307646
"ENSG00000205593"	"DENND6B"	"chr22"	50309030	50327012
"ENSG00000100239"	"PPP6R2"	"chr22"	50343304	50445090
"ENSG00000100241"	"SBF1"	"chr22"	50445000	50475035
"ENSG00000128165"	"ADM2"	"chr22"	50481543	50486440
"ENSG00000100253"	"MIOX"	"chr22"	50486784	50490648
"ENSG00000025770"	"NCAPH2"	"chr22"	50508224	50524780
"ENSG00000284194"	"SCO2"	"chr22"	50523568	50526461
"ENSG00000177989"	"ODF3B"	"chr22"	50529710	50532506
"ENSG00000130487"	"KLHDC7B"	"chr22"	50545899	50551023
"ENSG00000008735"	"MAPK8IP2"	"chr22"	50600793	50613981
"ENSG00000100299"	"ARSA"	"chr22"	50622754	50628173
"ENSG00000251322"	"SHANK3"	"chr22"	50674415	50733298
"ENSG00000144619"	"CNTN4"	"chr3"	2098813	3057959
"ENSG00000196277"	"GRM7"	"chr3"	6770001	7741533
"ENSG00000182533"	"CAV3"	"chr3"	8733802	8841808
"ENSG00000180914"	"OXTR"	"chr3"	8750381	8769628
"ENSG00000144550"	"CPNE9"	"chr3"	9703826	9729908
"ENSG00000134070"	"IRAK2"	"chr3"	10164919	10243745
"ENSG00000157087"	"ATP2B2"	"chr3"	10324023	10708007
"ENSG00000132164"	"SLC6A11"	"chr3"	10816201	10940714
"ENSG00000157103"	"SLC6A1"	"chr3"	10992186	11039247
"ENSG00000196639"	"HRH1"	"chr3"	11137093	11263557
"ENSG00000230342"	"FANCD2P2"	"chr3"	11859674	11891172
"ENSG00000231897"	"MARK2P14"	"chr3"	11906527	11912313
"ENSG00000157152"	"SYN2"	"chr3"	12004388	12192032
"ENSG00000132170"	"PPARG"	"chr3"	12287368	12434356
"ENSG00000144711"	"IQSEC1"	"chr3"	12897043	13283281
"ENSG00000132182"	"NUP210"	"chr3"	13316235	13420322
"ENSG00000163520"	"FBLN2"	"chr3"	13549125	13638422
"ENSG00000224514"	"LINC00620"	"chr3"	13650696	13746638
"ENSG00000154764"	"WNT7A"	"chr3"	13816258	13880071
"ENSG00000180438"	"TPRXL"	"chr3"	13937273	14082811
"ENSG00000144596"	"GRIP2"	"chr3"	14489107	14556075
"ENSG00000260902"	"LINC02011"	"chr3"	14799331	14811414
"ENSG00000154783"	"FGD5"	"chr3"	14810853	14934571
"ENSG00000131374"	"TBC1D5"	"chr3"	17157162	18444817
"ENSG00000182568"	"SATB1"	"chr3"	18345377	18445588
"ENSG00000179796"	"LRRC3B"	"chr3"	26622806	26717537
"ENSG00000144642"	"RBMS3"	"chr3"	28574791	30010391
"ENSG00000144645"	"OSBPL10"	"chr3"	31657912	32077580
"ENSG00000235257"	"ITGA9-AS1"	"chr3"	37693655	37861802
"ENSG00000136059"	"VILL"	"chr3"	37988059	38007188
"ENSG00000187091"	"PLCD1"	"chr3"	38007496	38029642
"ENSG00000183873"	"SCN5A"	"chr3"	38548057	38649687
"ENSG00000185313"	"SCN10A"	"chr3"	38696802	38816286
"ENSG00000168356"	"SCN11A"	"chr3"	38845764	39052157
"ENSG00000144655"	"CSRNP1"	"chr3"	39141855	39154562
"ENSG00000168329"	"CX3CR1"	"chr3"	39263495	39281735
"ENSG00000187094"	"CCK"	"chr3"	42257825	42266185
"ENSG00000114853"	"ZBTB47"	"chr3"	42653697	42667580
"ENSG00000230970"	"HHATL-AS1"	"chr3"	42702541	42706776
"ENSG00000244607"	"CCDC13"	"chr3"	42705756	42773253
"ENSG00000144649"	"GASK1A"	"chr3"	42979267	43060211
"ENSG00000249992"	"TMEM158"	"chr3"	45224466	45226287
"ENSG00000144791"	"LIMD1"	"chr3"	45555394	45686341
"ENSG00000183625"	"CCR3"	"chr3"	46130890	46266706
"ENSG00000012223"	"LTF"	"chr3"	46435645	46485234
"ENSG00000178038"	"ALS2CL"	"chr3"	46668995	46693704
"ENSG00000181585"	"TMIE"	"chr3"	46694528	46710886
"ENSG00000283706"	"PRSS50"	"chr3"	46712117	46717869
"ENSG00000160808"	"MYL3"	"chr3"	46835111	46882172
"ENSG00000160801"	"PTH1R"	"chr3"	46877721	46903799
"ENSG00000160796"	"NBEAL2"	"chr3"	46979666	47009704
"ENSG00000114646"	"CSPG5"	"chr3"	47562238	47580792
"ENSG00000164054"	"SHISA5"	"chr3"	48467798	48504826
"ENSG00000114270"	"COL7A1"	"chr3"	48564073	48595329
"ENSG00000225697"	"SLC26A6"	"chr3"	48625723	48635493
"ENSG00000008300"	"CELSR3"	"chr3"	48636463	48662886
"ENSG00000164061"	"BSN"	"chr3"	49554477	49671549
"ENSG00000164068"	"RNF123"	"chr3"	49689538	49721529
"ENSG00000185614"	"INKA1"	"chr3"	49803261	49805030
"ENSG00000182179"	"UBA7"	"chr3"	49805209	49813953
"ENSG00000183763"	"TRAIP"	"chr3"	49828601	49856574
"ENSG00000164076"	"CAMKV"	"chr3"	49857988	49869935
"ENSG00000235016"	"SEMA3F-AS1"	"chr3"	50116022	50156085
"ENSG00000001617"	"SEMA3F"	"chr3"	50155045	50189075
"ENSG00000114349"	"GNAT1"	"chr3"	50191610	50197696
"ENSG00000188338"	"SLC38A3"	"chr3"	50205246	50221486
"ENSG00000114353"	"GNAI2"	"chr3"	50226292	50259362
"ENSG00000012171"	"SEMA3B"	"chr3"	50267558	50277546
"ENSG00000007402"	"CACNA2D2"	"chr3"	50362613	50504244
"ENSG00000114738"	"MAPKAPK3"	"chr3"	50611520	50649291
"ENSG00000088538"	"DOCK3"	"chr3"	50674927	51384198
"ENSG00000164081"	"TEX264"	"chr3"	51662693	51704323
"ENSG00000164082"	"GRM2"	"chr3"	51707068	51718613
"ENSG00000235455"	"IQCF5-AS1"	"chr3"	51873596	51875767
"ENSG00000214681"	"IQCF5"	"chr3"	51873721	51875601
"ENSG00000173389"	"IQCF1"	"chr3"	51894876	51903353
"ENSG00000090097"	"PCBP4"	"chr3"	51957454	51974016
"ENSG00000114779"	"ABHD14B"	"chr3"	51968510	51983409
"ENSG00000247596"	"TWF2"	"chr3"	52228612	52246788
"ENSG00000168237"	"GLYCTK"	"chr3"	52287089	52295257
"ENSG00000242797"	"GLYCTK-AS1"	"chr3"	52288580	52299067
"ENSG00000114841"	"DNAH1"	"chr3"	52316319	52400492
"ENSG00000010319"	"SEMA3G"	"chr3"	52433035	52445103
"ENSG00000010322"	"NISCH"	"chr3"	52455118	52493068
"ENSG00000010327"	"STAB1"	"chr3"	52495338	52524495
"ENSG00000168268"	"NT5DC2"	"chr3"	52524385	52535054
"ENSG00000163932"	"PRKCD"	"chr3"	53156009	53192717
"ENSG00000157388"	"CACNA1D"	"chr3"	53328963	53813733
"ENSG00000016391"	"CHDH"	"chr3"	53812335	53846419
"ENSG00000157445"	"CACNA2D3"	"chr3"	54122547	55074557
"ENSG00000187672"	"ERC2"	"chr3"	55508311	56468467
"ENSG00000144730"	"IL17RD"	"chr3"	57089982	57170306
"ENSG00000163681"	"SLMAP"	"chr3"	57755450	57930003
"ENSG00000244383"	"FAM3D-AS1"	"chr3"	58607080	58644491
"ENSG00000198643"	"FAM3D"	"chr3"	58633946	58666834
"ENSG00000144724"	"PTPRG"	"chr3"	61561569	62297609
"ENSG00000153266"	"FEZF2"	"chr3"	62369681	62374324
"ENSG00000163618"	"CADPS"	"chr3"	62398346	62875416
"ENSG00000163638"	"ADAMTS9"	"chr3"	64515654	64688000
"ENSG00000241684"	"ADAMTS9-AS2"	"chr3"	64684909	65053439
"ENSG00000144741"	"SLC25A26"	"chr3"	66133610	66388116
"ENSG00000183662"	"TAFA1"	"chr3"	68004247	68545621
"ENSG00000163377"	"TAFA4"	"chr3"	68731766	68953297
"ENSG00000163412"	"EIF4E3"	"chr3"	71675414	71754773
"ENSG00000163421"	"PROK2"	"chr3"	71771655	71785206
"ENSG00000121440"	"PDZRN3"	"chr3"	73382431	73624941
"ENSG00000239677"	"PDZRN3-AS1"	"chr3"	73621713	73626796
"ENSG00000228868"	"MYLKP1"	"chr3"	75328549	75339071
"ENSG00000243422"	"RPL23AP49"	"chr3"	75624275	75670156
"ENSG00000282511"	"CLUHP10"	"chr3"	75629993	75634057
"ENSG00000206538"	"VGLL3"	"chr3"	86876388	86991149
"ENSG00000239829"	"KRT8P25"	"chr3"	87323268	87324723
"ENSG00000080822"	"CLDND1"	"chr3"	98497912	98523066
"ENSG00000144857"	"BOC"	"chr3"	113211003	113287459
"ENSG00000082684"	"SEMA5B"	"chr3"	122909082	123028605
"ENSG00000173175"	"ADCY5"	"chr3"	123282296	123449090
"ENSG00000160145"	"KALRN"	"chr3"	124033369	124726325
"ENSG00000082781"	"ITGB5"	"chr3"	124761948	124901418
"ENSG00000221955"	"SLC12A8"	"chr3"	125082636	125212864
"ENSG00000144908"	"ALDH1L1"	"chr3"	126103562	126197994
"ENSG00000180767"	"CHST13"	"chr3"	126524155	126543291
"ENSG00000180697"	"C3orf22"	"chr3"	126526999	126558965
"ENSG00000198284"	"NUP210P1"	"chr3"	126660609	126671939
"ENSG00000114554"	"PLXNA1"	"chr3"	126982693	127037389
"ENSG00000244215"	"LINC02016"	"chr3"	127322307	127390670
"ENSG00000163870"	"TPRA1"	"chr3"	127571232	127598267
"ENSG00000114626"	"ABTB1"	"chr3"	127672935	127680926
"ENSG00000132394"	"EEFSEC"	"chr3"	128153481	128408646
"ENSG00000179348"	"GATA2"	"chr3"	128479427	128493201
"ENSG00000244300"	"GATA2-AS1"	"chr3"	128489212	128502970
"ENSG00000163913"	"IFT122"	"chr3"	129440036	129520507
"ENSG00000004399"	"PLXND1"	"chr3"	129555214	129606676
"ENSG00000196353"	"CPNE4"	"chr3"	131533555	132285410
"ENSG00000144868"	"TMEM108"	"chr3"	133038391	133397775
"ENSG00000154917"	"RAB6B"	"chr3"	133824235	133895882
"ENSG00000174640"	"SLCO2A1"	"chr3"	133932701	134052184
"ENSG00000154928"	"EPHB1"	"chr3"	134795260	135260467
"ENSG00000239513"	"LINC01210"	"chr3"	137771660	137780882
"ENSG00000158258"	"CLSTN2"	"chr3"	139935185	140577397
"ENSG00000175093"	"SPSB4"	"chr3"	141051347	141148611
"ENSG00000155893"	"PXYLP1"	"chr3"	141228726	141367753
"ENSG00000175040"	"CHST2"	"chr3"	143119771	143124014
"ENSG00000018408"	"WWTR1"	"chr3"	149517235	149736714
"ENSG00000174948"	"GPR149"	"chr3"	154334943	154430190
"ENSG00000169282"	"KCNAB1"	"chr3"	156037701	156539138
"ENSG00000180044"	"C3orf80"	"chr3"	160225422	160228213
"ENSG00000285051"	"SLC7A14-AS1"	"chr3"	170448639	170860993
"ENSG00000013293"	"SLC7A14"	"chr3"	170459548	170586075
"ENSG00000242808"	"SOX2-OT"	"chr3"	180989762	181836880
"ENSG00000053524"	"MCF2L2"	"chr3"	183178041	183428778
"ENSG00000180834"	"MAP6D1"	"chr3"	183815922	183825594
"ENSG00000145198"	"VWA5B2"	"chr3"	184230429	184242329
"ENSG00000284917"	"EEF1AKMT4-ECE2"	"chr3"	184249695	184293031
"ENSG00000163888"	"CAMK2N2"	"chr3"	184259213	184261553
"ENSG00000114859"	"CLCN2"	"chr3"	184346185	184361650
"ENSG00000090534"	"THPO"	"chr3"	184371935	184381968
"ENSG00000090539"	"CHRD"	"chr3"	184380073	184390736
"ENSG00000182580"	"EPHB3"	"chr3"	184561785	184582408
"ENSG00000187068"	"C3orf70"	"chr3"	185076838	185153060
"ENSG00000058866"	"DGKG"	"chr3"	186105668	186362234
"ENSG00000090530"	"P3H2"	"chr3"	189956728	190122437
"ENSG00000114279"	"FGF12"	"chr3"	192139390	192767764
"ENSG00000185112"	"FAM43A"	"chr3"	194685883	194689037
"ENSG00000242086"	"MUC20-OT1"	"chr3"	195658062	195739964
"ENSG00000176945"	"MUC20"	"chr3"	195720884	195741123
"ENSG00000145113"	"MUC4"	"chr3"	195746765	195811973
"ENSG00000061938"	"TNK2"	"chr3"	195863364	195911945
"ENSG00000224614"	"TNK2-AS1"	"chr3"	195908076	195913986
"ENSG00000185485"	"SDHAP1"	"chr3"	195959748	195990318
"ENSG00000119227"	"PIGZ"	"chr3"	196946356	196969060
"ENSG00000163975"	"MELTF"	"chr3"	196988621	197029817
"ENSG00000228109"	"MELTF-AS1"	"chr3"	196999460	197004744
"ENSG00000161267"	"BDH1"	"chr3"	197509783	197573323
"ENSG00000273238"	"TMEM271"	"chr4"	573880	576295
"ENSG00000133256"	"PDE6B"	"chr4"	625573	670782
"ENSG00000185619"	"PCGF3"	"chr4"	705748	770640
"ENSG00000168993"	"CPLX1"	"chr4"	784957	826129
"ENSG00000127419"	"TMEM175"	"chr4"	932387	958656
"ENSG00000145214"	"DGKQ"	"chr4"	958887	986895
"ENSG00000145217"	"SLC26A1"	"chr4"	979073	993440
"ENSG00000127415"	"IDUA"	"chr4"	986997	1004564
"ENSG00000127418"	"FGFRL1"	"chr4"	1009936	1026898
"ENSG00000178222"	"RNF212"	"chr4"	1056250	1113564
"ENSG00000215367"	"TMED11P"	"chr4"	1115197	1153726
"ENSG00000159674"	"SPON2"	"chr4"	1166932	1208962
"ENSG00000159692"	"CTBP1"	"chr4"	1211445	1249953
"ENSG00000163945"	"UVSSA"	"chr4"	1345691	1395989
"ENSG00000235608"	"NKX1-1"	"chr4"	1402932	1406442
"ENSG00000174137"	"FAM53A"	"chr4"	1617915	1684261
"ENSG00000013810"	"TACC3"	"chr4"	1712858	1745171
"ENSG00000168936"	"TMEM129"	"chr4"	1715952	1721358
"ENSG00000068078"	"FGFR3"	"chr4"	1793293	1808872
"ENSG00000168924"	"LETM1"	"chr4"	1811479	1856156
"ENSG00000243449"	"C4orf48"	"chr4"	2041995	2043964
"ENSG00000185818"	"NAT8L"	"chr4"	2059327	2069089
"ENSG00000130997"	"POLN"	"chr4"	2071918	2242121
"ENSG00000214367"	"HAUS3"	"chr4"	2078998	2242276
"ENSG00000123933"	"MXD4"	"chr4"	2247432	2262109
"ENSG00000159733"	"ZFYVE28"	"chr4"	2269582	2418651
"ENSG00000206113"	"CFAP99"	"chr4"	2418974	2462942
"ENSG00000063978"	"RNF4"	"chr4"	2462220	2625320
"ENSG00000087266"	"SH3BP2"	"chr4"	2793071	2841098
"ENSG00000109736"	"MFSD10"	"chr4"	2930561	2934834
"ENSG00000197386"	"HTT"	"chr4"	3041363	3243957
"ENSG00000188981"	"MSANTD1"	"chr4"	3244369	3271738
"ENSG00000159788"	"RGS12"	"chr4"	3293028	3439913
"ENSG00000109758"	"HGFAC"	"chr4"	3441968	3449486
"ENSG00000175920"	"DOK7"	"chr4"	3463306	3501473
"ENSG00000163956"	"LRPAP1"	"chr4"	3503612	3532446
"ENSG00000216560"	"LINC00955"	"chr4"	3576869	3590711
"ENSG00000250632"	"LINC02171"	"chr4"	3673593	3677855
"ENSG00000250986"	"LINC02600"	"chr4"	3758748	3763390
"ENSG00000184160"	"ADRA2C"	"chr4"	3766348	3768526
"ENSG00000168824"	"NSG1"	"chr4"	4348140	4419058
"ENSG00000152953"	"STK32B"	"chr4"	5051480	5500994
"ENSG00000072840"	"EVC"	"chr4"	5711201	5814305
"ENSG00000072832"	"CRMP1"	"chr4"	5748084	5893086
"ENSG00000181215"	"C4orf50"	"chr4"	5897373	6200555
"ENSG00000152969"	"JAKMIP1"	"chr4"	6026199	6200591
"ENSG00000249896"	"LINC02495"	"chr4"	6200733	6239937
"ENSG00000109501"	"WFS1"	"chr4"	6269849	6303265
"ENSG00000074211"	"PPP2R2C"	"chr4"	6320578	6563600
"ENSG00000184985"	"SORCS2"	"chr4"	7192538	7742836
"ENSG00000272620"	"AFAP1-AS1"	"chr4"	7754077	7778928
"ENSG00000163995"	"ABLIM2"	"chr4"	7965310	8158832
"ENSG00000125089"	"SH3TC1"	"chr4"	8182072	8241803
"ENSG00000170801"	"HTRA3"	"chr4"	8269754	8307098
"ENSG00000087008"	"ACOX3"	"chr4"	8366282	8440723
"ENSG00000155269"	"GPR78"	"chr4"	8558725	8619761
"ENSG00000109625"	"CPZ"	"chr4"	8592660	8619759
"ENSG00000215612"	"HMX1"	"chr4"	8846076	8871839
"ENSG00000249272"	"UNC93B8"	"chr4"	8959628	8963981
"ENSG00000205946"	"USP17L6P"	"chr4"	9367874	9369070
"ENSG00000249866"	"OR7E83P"	"chr4"	9512905	9513874
"ENSG00000109667"	"SLC2A9"	"chr4"	9771153	10054936
"ENSG00000169676"	"DRD5"	"chr4"	9781634	9784009
"ENSG00000157869"	"RAB28"	"chr4"	13361354	13484365
"ENSG00000246095"	"LINC01096"	"chr4"	13546075	13547801
"ENSG00000249252"	"C1QTNF7-AS1"	"chr4"	15004942	15427914
"ENSG00000163145"	"C1QTNF7"	"chr4"	15339818	15446167
"ENSG00000185774"	"KCNIP4"	"chr4"	20728606	21948772
"ENSG00000153012"	"LGI2"	"chr4"	24998847	25030946
"ENSG00000168214"	"RBPJ"	"chr4"	26163455	26435131
"ENSG00000169851"	"PCDH7"	"chr4"	30720415	31146805
"ENSG00000174145"	"NWD2"	"chr4"	37244743	37449463
"ENSG00000188848"	"BEND4"	"chr4"	42110853	42152878
"ENSG00000178343"	"SHISA3"	"chr4"	42397488	42402487
"ENSG00000183783"	"KCTD8"	"chr4"	44173903	44448809
"ENSG00000151834"	"GABRA2"	"chr4"	46243548	46475230
"ENSG00000145248"	"SLC10A4"	"chr4"	48483343	48489526
"ENSG00000109182"	"CWH43"	"chr4"	48986275	49062081
"ENSG00000180613"	"GSX2"	"chr4"	54099523	54102498
"ENSG00000128052"	"KDR"	"chr4"	55078481	55125595
"ENSG00000245067"	"IGFBP7-AS1"	"chr4"	57109762	57207459
"ENSG00000150471"	"ADGRL3"	"chr4"	61200326	62078335
"ENSG00000189157"	"FAM47E"	"chr4"	76214040	76283783
"ENSG00000186212"	"SOWAHB"	"chr4"	76894152	76898144
"ENSG00000249307"	"LINC01088"	"chr4"	78939485	79309673
"ENSG00000152784"	"PRDM8"	"chr4"	80183879	80204329
"ENSG00000138675"	"FGF5"	"chr4"	80266639	80336680
"ENSG00000197826"	"CFAP299"	"chr4"	80335730	80963750
"ENSG00000152785"	"BMP3"	"chr4"	81030708	81057627
"ENSG00000138670"	"RASGEF1B"	"chr4"	81426393	82044244
"ENSG00000145284"	"SCD5"	"chr4"	82629539	82798796
"ENSG00000152208"	"GRID2"	"chr4"	92303966	93810157
"ENSG00000172238"	"ATOH1"	"chr4"	93828753	93830964
"ENSG00000182168"	"UNC5C"	"chr4"	95162504	95549206
"ENSG00000271474"	"UNC5C-AS1"	"chr4"	95549129	95552457
"ENSG00000164035"	"EMCN"	"chr4"	100395341	100880126
"ENSG00000155011"	"DKK2"	"chr4"	106921802	107283806
"ENSG00000232021"	"LEF1-AS1"	"chr4"	108167525	108258037
"ENSG00000178403"	"NEUROG2"	"chr4"	112513516	112516180
"ENSG00000249509"	"NEUROG2-AS1"	"chr4"	112515385	112546881
"ENSG00000145362"	"ANK2"	"chr4"	112818032	113384221
"ENSG00000248152"	"ANK2-AS1"	"chr4"	112973272	113071962
"ENSG00000196159"	"FAT4"	"chr4"	125314918	125492932
"ENSG00000138650"	"PCDH10"	"chr4"	133149294	133208606
"ENSG00000109436"	"TBC1D9"	"chr4"	140620782	140756385
"ENSG00000249661"	"TNRC18P1"	"chr4"	140641840	140645489
"ENSG00000183090"	"FREM3"	"chr4"	143577302	143700675
"ENSG00000151615"	"POU4F2"	"chr4"	146638893	146642474
"ENSG00000151623"	"NR3C2"	"chr4"	148078762	148444698
"ENSG00000137460"	"FHDC1"	"chr4"	152936323	152979671
"ENSG00000145423"	"SFRP2"	"chr4"	153780591	153789083
"ENSG00000120251"	"GRIA2"	"chr4"	157204182	157366075
"ENSG00000038295"	"TLL1"	"chr4"	165873237	166104457
"ENSG00000248174"	"LINC02268"	"chr4"	174091766	174220398
"ENSG00000173320"	"STOX2"	"chr4"	183797692	184023526
"ENSG00000164303"	"ENPP6"	"chr4"	184088706	184221230
"ENSG00000245685"	"FRG1-DT"	"chr4"	189764391	189940733
"ENSG00000249003"	"CLUHP4"	"chr4"	190057902	190063005
"ENSG00000281720"	"DUX4L8"	"chr4"	190067935	190069209
"ENSG00000258834"	"DUX4L4"	"chr4"	190081118	190082386
"ENSG00000153404"	"PLEKHG4B"	"chr5"	92151	189972
"ENSG00000288622"	"PDCD6-AHRR"	"chr5"	271670	438291
"ENSG00000063438"	"AHRR"	"chr5"	321714	438291
"ENSG00000066230"	"SLC9A3"	"chr5"	470456	524449
"ENSG00000225138"	"SLC9A3-AS1"	"chr5"	473236	480884
"ENSG00000171368"	"TPPP"	"chr5"	659862	693352
"ENSG00000206077"	"ZDHHC11B"	"chr5"	710355	784729
"ENSG00000188818"	"ZDHHC11"	"chr5"	795606	850986
"ENSG00000028310"	"BRD9"	"chr5"	850291	892801
"ENSG00000071539"	"TRIP13"	"chr5"	892884	919357
"ENSG00000145506"	"NKD2"	"chr5"	1008802	1038943
"ENSG00000113504"	"SLC12A7"	"chr5"	1050384	1112063
"ENSG00000174358"	"SLC6A19"	"chr5"	1201595	1225111
"ENSG00000164363"	"SLC6A18"	"chr5"	1225381	1246189
"ENSG00000164362"	"TERT"	"chr5"	1253147	1295068
"ENSG00000049656"	"CLPTM1L"	"chr5"	1317752	1345099
"ENSG00000250584"	"LINC01511"	"chr5"	1353896	1380107
"ENSG00000142319"	"SLC6A3"	"chr5"	1392794	1445440
"ENSG00000153395"	"LPCAT1"	"chr5"	1456480	1523962
"ENSG00000113430"	"IRX4"	"chr5"	1877413	1887236
"ENSG00000281560"	"LSINCT5"	"chr5"	2712591	2715237
"ENSG00000186493"	"C5orf38"	"chr5"	2752131	2755397
"ENSG00000170549"	"IRX1"	"chr5"	3595832	3601403
"ENSG00000145536"	"ADAMTS16"	"chr5"	5140330	5320304
"ENSG00000250490"	"LINC02145"	"chr5"	6310441	6339884
"ENSG00000215218"	"UBE2QL1"	"chr5"	6448859	6496723
"ENSG00000250056"	"LINC01018"	"chr5"	6582136	6600288
"ENSG00000251365"	"LINC02236"	"chr5"	6765891	6833120
"ENSG00000250974"	"LINC02196"	"chr5"	6839460	7219291
"ENSG00000078295"	"ADCY2"	"chr5"	7396138	7830081
"ENSG00000112902"	"SEMA5A"	"chr5"	9035033	9546075
"ENSG00000164236"	"ANKRD33B"	"chr5"	10564070	10657816
"ENSG00000169862"	"CTNND2"	"chr5"	10971836	11904446
"ENSG00000039139"	"DNAH5"	"chr5"	13690328	14011818
"ENSG00000145569"	"OTULINL"	"chr5"	14581792	14616180
"ENSG00000183654"	"MARCHF11"	"chr5"	16067139	16180762
"ENSG00000248150"	"LINC02150"	"chr5"	16373361	16440081
"ENSG00000154162"	"CDH12"	"chr5"	21750673	22853344
"ENSG00000250337"	"PURPL"	"chr5"	27217714	27496994
"ENSG00000259786"	"LINC02109"	"chr5"	28809331	29217115
"ENSG00000113361"	"CDH6"	"chr5"	31193686	31329146
"ENSG00000133401"	"PDZD2"	"chr5"	31639131	32110932
