hyper_cohort	probeID	bin_chr	bin_start	bin_end	cpg_count
TCGA-STAD	cg03350439	chr1	231163201	231163500	35
TCGA-STAD	cg01735384	chr6	28635301	28635600	17
TCGA-STAD	cg03705912	chr5	16179001	16179300	41
TCGA-STAD	cg17278864	chr17	12973801	12974100	16
TCGA-STAD	cg22335876	chr7	122300401	122300700	19
TCGA-STAD	cg11145160	chr3	170418301	170418600	14
TCGA-STAD	cg05171584	chr6	151807201	151807500	16
TCGA-STAD	cg16827475	chr10	129969001	129969300	25
TCGA-STAD	cg08403345	chr19	496201	496500	21
TCGA-STAD	cg06942685	chr19	56367901	56368200	22
TCGA-STAD	cg12919006	chr2	124025101	124025400	28
TCGA-STAD	cg00812438	chr12	127455301	127455600	18
TCGA-STAD	cg02935338	chr18	28175701	28176000	21
TCGA-STAD	cg10052561	chr1	39671401	39671700	23
TCGA-STAD	cg00089091	chr2	115162201	115162500	31
TCGA-STAD	cg27081346	chr6	32096701	32097000	32
TCGA-STAD	cg09907936	chr19	58059001	58059300	33
TCGA-STAD	cg11827453	chr9	138022801	138023100	29
TCGA-STAD	cg10943359	chr4	164383201	164383500	22
TCGA-STAD	cg26996818	chr5	178590601	178590900	16
TCGA-STAD	cg01805282	chr6	133242601	133242900	16
TCGA-STAD	cg13610307	chr9	138022801	138023100	29
TCGA-STAD	cg08182193	chr14	105475801	105476100	13
TCGA-STAD	cg09928766	chr19	51312001	51312300	26
TCGA-STAD	cg08858649	chr6	30171901	30172200	30
TCGA-STAD	cg14071179	chr5	123099301	123099600	18
TCGA-STAD	cg17674725	chr2	132668701	132669000	13
TCGA-STAD	cg15814504	chr5	51399001	51399300	23
TCGA-STAD	cg10245879	chr7	98618401	98618700	15
TCGA-STAD	cg02111032	chr7	20778301	20778600	23
TCGA-STAD	cg10819259	chr1	236686801	236687100	30
TCGA-STAD	cg01718322	chr14	95875801	95876100	25
TCGA-STAD	cg18533201	chr8	96145201	96145500	26
TCGA-STAD	cg19047707	chr2	232486801	232487100	14
TCGA-STAD	cg05678749	chr15	26971501	26971800	29
TCGA-STAD	cg24427992	chr11	43577701	43578000	6
TCGA-STAD	cg06993512	chr5	151925401	151925700	14
TCGA-STAD	cg12508624	chr11	119422801	119423100	19
TCGA-STAD	cg02259324	chr15	77818801	77819100	29
TCGA-STAD	cg03229780	chr12	107844301	107844600	25
TCGA-STAD	cg02374745	chr17	6776101	6776400	30
TCGA-STAD	cg17161250	chr2	106065601	106065900	33
TCGA-STAD	cg23839136	chr7	71132401	71132700	28
TCGA-STAD	cg02781618	chr4	42151501	42151800	42
TCGA-STAD	cg18430128	chr19	58059001	58059300	33
TCGA-STAD	cg08315202	chr7	98616601	98616900	37
TCGA-STAD	cg06675478	chr13	112067401	112067700	26
TCGA-STAD	cg06991300	chr4	121380301	121380600	22
TCGA-STAD	cg06758591	chr1	177171001	177171300	23
TCGA-STAD	cg10354244	chr20	58515001	58515300	16
TCGA-STAD	cg27319123	chr11	30016501	30016800	11
TCGA-STAD	cg23553442	chr9	71447101	71447400	12
TCGA-STAD	cg21523908	chr1	177171301	177171600	21
TCGA-STAD	cg12455762	chr4	40857001	40857300	34
TCGA-STAD	cg14134497	chr18	34494001	34494300	30
TCGA-STAD	cg21319932	chr6	1379401	1379700	29
TCGA-STAD	cg20916535	chr6	117270901	117271200	32
TCGA-STAD	cg07143083	chr7	71132701	71133000	34
TCGA-STAD	cg26071016	chr1	110675101	110675400	31
TCGA-STAD	cg10300684	chr14	28767001	28767300	34
TCGA-STAD	cg20981219	chr14	76918801	76919100	12
TCGA-STAD	cg00664406	chr3	51706801	51707100	33
TCGA-STAD	cg05102394	chr4	147481501	147481800	17
TCGA-STAD	cg23917057	chr2	88452901	88453200	17
TCGA-STAD	cg11431957	chr3	37994401	37994700	16
TCGA-STAD	cg24190603	chr6	83708701	83709000	41
TCGA-STAD	cg16260421	chr1	50023501	50023800	15
TCGA-STAD	cg01093363	chr6	30172201	30172500	24
TCGA-STAD	cg19237879	chr11	9091801	9092100	21
TCGA-STAD	cg07103129	chr6	50820001	50820300	24
TCGA-STAD	cg00015770	chr4	121380601	121380900	24
TCGA-STAD	cg19623717	chr20	5315701	5316000	22
TCGA-STAD	cg08259413	chr16	22948201	22948500	20
TCGA-STAD	cg20977794	chr14	51093901	51094200	15
TCGA-STAD	cg09896622	chr13	101916001	101916300	18
TCGA-STAD	cg12934382	chr3	51707101	51707400	30
TCGA-STAD	cg21095561	chr17	44656501	44656800	23
TCGA-STAD	cg16203203	chr6	124963501	124963800	6
TCGA-STAD	cg04534765	chr18	77250301	77250600	35
TCGA-STAD	cg23348270	chr2	176104801	176105100	25
TCGA-STAD	cg12508343	chr3	125357101	125357400	26
TCGA-STAD	cg26659079	chr2	5695801	5696100	19
TCGA-STAD	cg09521703	chr19	55433401	55433700	35
TCGA-STAD	cg15989068	chr2	5696701	5697000	36
TCGA-STAD	cg00303541	chr3	51707101	51707400	30
TCGA-STAD	cg09893576	chr12	94872901	94873200	19
TCGA-STAD	cg25439496	chr6	84774901	84775200	19
TCGA-STAD	cg07380705	chr5	76953901	76954200	27
TCGA-STAD	cg16871828	chr1	145960201	145960500	14
TCGA-STAD	cg14421192	chr10	49397401	49397700	21
TCGA-STAD	cg06482428	chr4	21948301	21948600	18
TCGA-STAD	cg10437245	chr10	117136801	117137100	16
TCGA-STAD	cg01527159	chr19	21474601	21474900	14
TCGA-STAD	cg10182317	chr6	122996101	122996400	31
TCGA-STAD	cg19184415	chr18	59696401	59696700	22
TCGA-STAD	cg00172812	chr1	22953001	22953300	28
TCGA-STAD	cg15852516	chr8	17413201	17413500	39
TCGA-STAD	cg00708105	chr12	100716901	100717200	25
TCGA-STAD	cg05385513	chr2	55923301	55923600	16
TCGA-STAD	cg24653263	chr5	38258101	38258400	17
TCGA-STAD	cg15490703	chr19	1295401	1295700	35
TCGA-STAD	cg02919615	chr19	1295401	1295700	35
TCGA-STAD	cg12751948	chr10	131980801	131981100	18
TCGA-STAD	cg21096399	chr11	119317201	119317500	26
TCGA-STAD	cg05842855	chr6	28635301	28635600	17
TCGA-STAD	cg09823154	chr10	42837001	42837300	34
TCGA-STAD	cg07035165	chr5	114362701	114363000	34
TCGA-STAD	cg03190266	chr16	86568901	86569200	13
TCGA-STAD	cg04851742	chr13	27929101	27929400	28
TCGA-STAD	cg24900983	chr6	151807201	151807500	16
TCGA-STAD	cg20337384	chr7	38976001	38976300	28
TCGA-STAD	cg07920503	chr13	25171201	25171500	30
TCGA-STAD	cg02328239	chr5	37837201	37837500	22
TCGA-STAD	cg01944655	chr12	118980901	118981200	13
TCGA-STAD	cg03712816	chr18	78981001	78981300	33
TCGA-STAD	cg01896761	chr3	13548901	13549200	49
TCGA-STAD	cg08844966	chr1	18108601	18108900	7
TCGA-STAD	cg13601435	chr9	117744901	117745200	35
TCGA-STAD	cg05237641	chr10	126388501	126388800	35
TCGA-STAD	cg25293896	chr19	45217501	45217800	34
TCGA-STAD	cg06426416	chr4	5708401	5708700	33
TCGA-STAD	cg14068328	chr6	84764101	84764400	32
TCGA-STAD	cg09775930	chr13	27927001	27927300	15
TCGA-STAD	cg18323912	chr5	42994501	42994800	24
TCGA-STAD	cg09500443	chr5	180591301	180591600	38
TCGA-STAD	cg21135135	chr7	71132401	71132700	28
TCGA-STAD	cg21135135	chr7	71132701	71133000	34
TCGA-STAD	cg25739875	chr6	10419301	10419600	15
TCGA-STAD	cg08265769	chr8	49911901	49912200	4
TCGA-STAD	cg16508480	chr5	5139601	5139900	35
TCGA-STAD	cg13364038	chr14	101458801	101459100	35
TCGA-STAD	cg04297067	chr16	86516701	86517000	27
TCGA-STAD	cg06515235	chr13	27926701	27927000	15
TCGA-STAD	cg21496319	chr5	19988401	19988700	9
TCGA-STAD	cg07204280	chr18	12254401	12254700	28
TCGA-STAD	cg23234640	chr18	5197201	5197500	24
TCGA-STAD	cg25090972	chr7	157005001	157005300	17
TCGA-STAD	cg02367144	chr2	236237401	236237700	35
TCGA-STAD	cg06962944	chr20	43915801	43916100	23
TCGA-STAD	cg00222341	chr15	83283001	83283300	15
TCGA-THCA	cg25662041	chr5	177332101	177332400	23
TCGA-THCA	cg02575937	chr1	36083401	36083700	9
TCGA-THCA	cg16264807	chr17	58513201	58513500	6
TCGA-THCA	cg04844693	chr1	28914001	28914300	14
TCGA-THCA	cg09831081	chr21	46227601	46227900	7
TCGA-THCA	cg14276125	chr11	67285201	67285500	19
TCGA-THCA	cg14088811	chr11	47378401	47378700	10
TCGA-THCA	cg15982099	chr11	47378101	47378400	15
TCGA-THCA	cg20438663	chr12	48819001	48819300	11
TCGA-THCA	cg00893603	chr13	26012701	26013000	9
TCGA-THCA	cg19391697	chr2	238100101	238100400	6
TCGA-THCA	cg04582871	chr11	64060201	64060500	16
TCGA-THCA	cg24694018	chr1	145977301	145977600	8
TCGA-THCA	cg10435245	chr11	47378401	47378700	10
TCGA-THCA	cg04608933	chr11	2533501	2533800	12
TCGA-THCA	cg01490733	chr1	2315401	2315700	20
TCGA-THCA	cg24720008	chr10	44292301	44292600	8
TCGA-THCA	cg06754987	chr1	43978501	43978800	5
TCGA-THCA	cg14216876	chr1	2800501	2800800	18
TCGA-THCA	cg26058474	chr2	241035601	241035900	18
TCGA-THCA	cg00399059	chr8	142778101	142778400	7
TCGA-THCA	cg12357484	chr11	70141201	70141500	13
TCGA-THCA	cg14346895	chr9	37576801	37577100	6
TCGA-THCA	cg14669524	chr6	44342101	44342400	6
TCGA-THCA	cg07675031	chr11	47378101	47378400	15
TCGA-THCA	cg14388093	chr9	130467301	130467600	13
TCGA-THCA	cg08733496	chr1	41021401	41021700	6
TCGA-THCA	cg21925748	chr8	144500101	144500400	25
TCGA-THCA	cg18251191	chr19	32224201	32224500	16
TCGA-THCA	cg04931032	chr10	97198801	97199100	9
TCGA-THCA	cg18182566	chr14	105421801	105422100	13
TCGA-THCA	cg00291478	chr10	119541301	119541600	7
TCGA-THCA	cg04912710	chr8	71548201	71548500	11
TCGA-THCA	cg08475853	chr4	9491101	9491400	13
TCGA-THCA	cg07770777	chr13	112873801	112874100	13
TCGA-THCA	cg23147227	chr12	6951001	6951300	10
TCGA-THCA	cg21210630	chr3	37993501	37993800	5
TCGA-THCA	cg21211253	chr5	139788601	139788900	15
TCGA-THCA	cg04990190	chr16	73062901	73063200	28
TCGA-THCA	cg17981927	chr2	241816201	241816500	21
TCGA-THCA	cg26013992	chr1	61054201	61054500	16
TCGA-THCA	cg17352276	chr15	66502801	66503100	8
TCGA-THCA	cg17477806	chr19	4543801	4544100	37
TCGA-THCA	cg08710410	chr10	132879001	132879300	10
TCGA-THCA	cg01911400	chr13	57286801	57287100	21
TCGA-THCA	cg16462006	chr14	94689301	94689600	11
TCGA-THCA	cg10779317	chr17	21044101	21044400	6
TCGA-THCA	cg13462622	chr9	34578901	34579200	9
TCGA-THCA	cg15334372	chr16	73062901	73063200	28
TCGA-THCA	cg07673230	chr8	97776901	97777200	7
TCGA-THCA	cg12894984	chr17	39667201	39667500	11
TCGA-THCA	cg06937617	chr10	132229801	132230100	10
TCGA-THCA	cg19516754	chr6	16964701	16965000	5
TCGA-THCA	cg13560612	chr6	108114301	108114600	9
TCGA-THCA	cg16651552	chr5	483301	483600	20
TCGA-THCA	cg12299599	chr7	25895101	25895400	4
TCGA-THCA	cg16597045	chr1	9654601	9654900	10
TCGA-THCA	cg13655635	chr9	99825901	99826200	5
TCGA-THCA	cg20544516	chr17	17813701	17814000	17
TCGA-THCA	cg26107754	chr3	157131001	157131300	10
TCGA-THCA	cg21396537	chr20	36065401	36065700	18
TCGA-THYM	cg23305365	chr8	104367001	104367300	11
TCGA-THYM	cg23926543	chr10	49534801	49535100	8
TCGA-THYM	cg04270402	chr7	95435401	95435700	9
TCGA-THYM	cg02441556	chr2	225042901	225043200	8
TCGA-THYM	cg09885622	chr5	1504801	1505100	7
TCGA-THYM	cg20756245	chr4	1207801	1208100	16
TCGA-THYM	cg22320183	chr6	33193501	33193800	12
TCGA-THYM	cg03572760	chr17	44210101	44210400	10
TCGA-THYM	cg10914749	chr1	44806501	44806800	13
TCGA-THYM	cg06754987	chr1	43978501	43978800	5
TCGA-THYM	cg15544721	chr7	94907101	94907400	5
TCGA-THYM	cg27409401	chr16	564601	564900	17
TCGA-THYM	cg05142833	chr2	199739701	199740000	9
TCGA-THYM	cg17950348	chr7	157390501	157390800	6
TCGA-THYM	cg14346895	chr9	37576801	37577100	6
TCGA-THYM	cg21629895	chr2	25342801	25343100	4
TCGA-THYM	cg08368934	chr16	57667501	57667800	9
TCGA-THYM	cg03854071	chr19	19515601	19515900	17
TCGA-THYM	cg08733496	chr1	41021401	41021700	6
TCGA-THYM	cg02635677	chr5	177396301	177396600	19
TCGA-THYM	cg19357865	chr19	13836301	13836600	10
TCGA-THYM	cg02351804	chr18	45837901	45838200	15
TCGA-THYM	cg15243721	chr2	42168901	42169200	13
TCGA-UCEC	cg01723606	chr7	102300901	102301200	47
TCGA-UCEC	cg27500647	chr19	51098701	51099000	47
TCGA-UCEC	cg23091159	chr4	173500801	173501100	17
TCGA-UCEC	cg06961473	chr15	65077201	65077500	39
TCGA-UCEC	cg18667659	chr2	98822401	98822700	46
TCGA-UCEC	cg22051204	chr5	77077801	77078100	18
TCGA-UCEC	cg15402095	chr5	93578401	93578700	9
TCGA-UCEC	cg11002686	chr7	55344901	55345200	35
TCGA-UCEC	cg15246619	chr8	22047901	22048200	22
TCGA-UCEC	cg03102841	chr11	85934701	85935000	29
TCGA-UCEC	cg13953753	chr10	117136501	117136800	22
TCGA-UCEC	cg03202564	chr10	49768801	49769100	35
TCGA-UCEC	cg25756406	chr10	132784201	132784500	30
TCGA-UCEC	cg06933824	chr5	172683301	172683600	34
TCGA-UCEC	cg05670004	chr10	133446001	133446300	26
TCGA-UCEC	cg16786481	chr16	23713501	23713800	8
TCGA-UCEC	cg08097657	chr3	50276401	50276700	39
TCGA-UCEC	cg16692735	chr10	133446301	133446600	32
TCGA-UCEC	cg00074818	chr8	8702701	8703000	33
TCGA-UCEC	cg01567783	chr14	103220101	103220400	24
TCGA-UCEC	cg04058752	chr11	77040301	77040600	36
TCGA-UCEC	cg17463287	chr16	71441401	71441700	29
TCGA-UCEC	cg10424681	chr6	4079101	4079400	41
TCGA-UCEC	cg17796960	chr10	133465201	133465500	35
TCGA-UCEC	cg23588121	chr6	100457101	100457400	8
TCGA-UCEC	cg15130211	chr3	128557201	128557500	4
TCGA-UCEC	cg18162670	chr14	103220101	103220400	24
TCGA-UCEC	cg02307239	chr4	173500201	173500500	22
TCGA-UCEC	cg09074113	chr2	20670301	20670600	23
TCGA-UCEC	cg08961664	chr16	72787201	72787500	21
TCGA-UCEC	cg15881597	chr7	73671301	73671600	11
TCGA-UCEC	cg19426522	chr3	27724501	27724800	15
TCGA-UCEC	cg02918557	chr7	4861501	4861800	20
TCGA-UCEC	cg15911153	chr5	139395001	139395300	30
TCGA-UCEC	cg07934552	chr11	32333701	32334000	35
TCGA-UCEC	cg16906229	chr1	40818001	40818300	17
TCGA-UCEC	cg22912834	chr2	45000301	45000600	19
TCGA-UCEC	cg25351606	chr6	100469401	100469700	25
TCGA-UCEC	cg02716646	chr2	25161301	25161600	33
TCGA-UCEC	cg16445268	chr10	93075601	93075900	10
TCGA-UCEC	cg20834681	chr12	5044501	5044800	30
TCGA-UCEC	cg15814150	chr4	173517601	173517900	11
TCGA-UCEC	cg15772157	chr10	22477201	22477500	20
TCGA-UCEC	cg08912922	chr5	132825601	132825900	41
TCGA-UCEC	cg04891961	chr17	29612701	29613000	33
TCGA-UCEC	cg06708634	chr6	100458901	100459200	6
TCGA-UCEC	cg23389023	chr13	113129701	113130000	23
TCGA-UCEC	cg00919055	chr5	150167101	150167400	36
TCGA-UCEC	cg24768365	chr12	43550701	43551000	13
TCGA-UCEC	cg16880424	chr17	7384501	7384800	17
TCGA-UCEC	cg26952936	chr16	23713501	23713800	8
TCGA-UCEC	cg02891686	chr4	24799801	24800100	41
TCGA-UCEC	cg06673130	chr4	785101	785400	26
TCGA-UCEC	cg14737994	chr19	9363301	9363600	10
TCGA-UCEC	cg08040012	chr4	37245901	37246200	5
TCGA-UCEC	cg04325312	chr12	125861701	125862000	26
TCGA-UCEC	cg19328475	chr5	123094501	123094800	13
TCGA-UCEC	cg26017930	chr1	2300701	2301000	17
TCGA-UCEC	cg19256094	chr19	18869701	18870000	16
TCGA-UCEC	cg21526172	chr19	18869101	18869400	41
TCGA-UCEC	cg08802053	chr5	93596101	93596400	17
TCGA-UCEC	cg10776230	chr1	245687701	245688000	14
TCGA-UCEC	cg25362652	chr6	105981601	105981900	26
TCGA-UCEC	cg16329589	chr4	173508901	173509200	10
TCGA-UCEC	cg05987823	chr12	54034801	54035100	17
TCGA-UCEC	cg24411961	chr1	34176601	34176900	19
TCGA-UCEC	cg14379965	chr2	149320501	149320800	23
TCGA-UCEC	cg00947413	chr2	134027701	134028000	14
TCGA-UCEC	cg19761304	chr19	18869101	18869400	41
TCGA-UCEC	cg01951617	chr2	120654301	120654600	27
TCGA-UCEC	cg03562770	chr12	39144601	39144900	30
TCGA-UCEC	cg13186130	chr11	2300401	2300700	10
TCGA-UCEC	cg04095339	chr5	1879801	1880100	9
TCGA-UCEC	cg18836319	chr6	27290701	27291000	10
TCGA-UCEC	cg27176357	chr19	57191101	57191400	15
TCGA-UCEC	cg16990168	chr1	118983301	118983600	15
TCGA-UCEC	cg00920572	chr12	53955301	53955600	43
TCGA-UCEC	cg24358846	chr8	98972401	98972700	30
TCGA-UCEC	cg10640072	chr8	98973601	98973900	29
TCGA-UCEC	cg12426146	chr4	139735801	139736100	30
TCGA-UCEC	cg16914370	chr20	44160001	44160300	47
TCGA-UCEC	cg22197830	chr5	134874001	134874300	17
TCGA-UCEC	cg16426293	chr17	42039901	42040200	44
TCGA-UCEC	cg15685144	chr14	103274101	103274400	23
TCGA-UCEC	cg04101060	chr5	135029101	135029400	24
TCGA-UCEC	cg13251181	chr13	30906901	30907200	8
TCGA-UCEC	cg22904048	chr4	6663901	6664200	33
TCGA-UCEC	cg10501976	chr6	10883401	10883700	17
TCGA-UCEC	cg02762115	chr11	640201	640500	30
TCGA-UCEC	cg04707332	chr1	118985101	118985400	12
TCGA-UCEC	cg11557618	chr2	172109401	172109700	11
TCGA-UCEC	cg08048268	chr3	133783801	133784100	25
TCGA-UCEC	cg02025270	chr19	16139701	16140000	11
TCGA-UCEC	cg08198187	chr12	31729501	31729800	9
TCGA-UCEC	cg10026317	chr1	47229001	47229300	11
TCGA-UCEC	cg06264984	chr2	38073601	38073900	19
TCGA-UCEC	cg02357714	chr5	177509401	177509700	7
TCGA-UCEC	cg03896611	chr8	98973901	98974200	19
TCGA-UCEC	cg10857167	chr12	125861701	125862000	26
TCGA-UCEC	cg09163035	chr17	38898301	38898600	9
TCGA-UCEC	cg15145341	chr13	24932101	24932400	13
TCGA-UCEC	cg19935040	chr17	44354701	44355000	38
TCGA-UCEC	cg07548255	chr2	109130101	109130400	22
TCGA-UCEC	cg02162069	chr19	56840701	56841000	15
TCGA-UCEC	cg11178293	chr3	62369701	62370000	14
TCGA-UCEC	cg24550149	chr1	54781201	54781500	37
TCGA-UCEC	cg20996351	chr1	27360601	27360900	36
TCGA-UCEC	cg27659049	chr12	114735901	114736200	22
TCGA-UCEC	cg27470066	chr17	61408201	61408500	18
TCGA-UCEC	cg22007638	chr1	3482101	3482400	9
TCGA-UCEC	cg24399349	chr7	55449301	55449600	28
TCGA-UCEC	cg10579530	chr2	80322901	80323200	8
TCGA-UCEC	cg20260607	chr12	48995101	48995400	7
TCGA-UCEC	cg14472366	chr13	20301601	20301900	28
TCGA-UCEC	cg07726288	chr1	248691901	248692200	30
TCGA-UCEC	cg04959480	chr4	153790501	153790800	10
TCGA-UCEC	cg01311151	chr12	85278001	85278300	11
TCGA-UCEC	cg00037457	chr17	61454101	61454400	13
TCGA-UCEC	cg14599091	chr13	78597301	78597600	14
TCGA-UCEC	cg11220950	chr16	1992601	1992900	36
TCGA-UCEC	cg26514430	chr5	140869201	140869500	24
TCGA-UCEC	cg07673740	chr4	84492901	84493200	24
TCGA-UCEC	cg15910301	chr14	71165701	71166000	7
TCGA-UCEC	cg08777316	chr5	159104401	159104700	25
TCGA-UCEC	cg02577387	chr2	230990701	230991000	37
TCGA-UCEC	cg01153287	chr2	218962201	218962500	7
TCGA-UCEC	cg13577628	chr1	118992001	118992300	8
TCGA-UCEC	cg05172122	chr1	118983901	118984200	12
TCGA-UCEC	cg05816193	chr6	26017801	26018100	17
TCGA-UCEC	cg26277754	chr5	51377101	51377400	13
TCGA-UCEC	cg05868531	chr2	231483601	231483900	26
TCGA-UCEC	cg26796341	chr6	100457701	100458000	19
TCGA-UCEC	cg11675881	chr10	100115101	100115400	40
TCGA-UCEC	cg14592399	chr4	41879701	41880000	10
TCGA-UCEC	cg11168433	chr1	40818301	40818600	28
TCGA-UCEC	cg10745499	chr6	100458601	100458900	22
TCGA-UCEC	cg13416866	chr9	137281201	137281500	33
TCGA-UCEC	cg12865837	chr6	100463401	100463700	6
TCGA-UCEC	cg25377206	chr7	35254801	35255100	23
TCGA-UCEC	cg06537333	chr16	85610101	85610400	10
TCGA-UCEC	cg15476894	chr6	1619401	1619700	23
TCGA-UCEC	cg04600027	chr15	89379301	89379600	24
TCGA-UCEC	cg16029939	chr11	640201	640500	30
TCGA-UCEC	cg01673674	chr8	96153601	96153900	11
TCGA-UCEC	cg12732155	chr1	30757501	30757800	13
TCGA-UCEC	cg16391678	chr16	30474001	30474300	28
TCGA-UCEC	cg00650641	chr7	27087901	27088200	29
TCGA-UCEC	cg11687036	chr3	147421501	147421800	27
TCGA-UCEC	cg13092405	chr1	227887501	227887800	19
TCGA-UCEC	cg06433023	chr6	108167101	108167400	14
TCGA-UCEC	cg12435629	chr1	75132301	75132600	12
TCGA-UCEC	cg07824824	chr18	12254701	12255000	23
TCGA-UCEC	cg11563680	chr6	100469401	100469700	25
TCGA-UCEC	cg00018606	chr2	208124401	208124700	22
TCGA-UCEC	cg00018606	chr2	208124701	208125000	7
TCGA-UCEC	cg13274149	chr9	137280901	137281200	34
TCGA-UCEC	cg16700364	chr2	156322201	156322500	12
TCGA-UCEC	cg19037350	chr5	141354901	141355200	8
TCGA-UCEC	cg12758973	chr1	247530901	247531200	31
TCGA-UCEC	cg17463745	chr1	16227901	16228200	22
TCGA-UCEC	cg06386307	chr6	100447201	100447500	14
TCGA-UCEC	cg16065899	chr11	44311201	44311500	16
TCGA-UCEC	cg12606911	chr2	86809501	86809800	25
TCGA-UCEC	cg05072008	chr7	50450701	50451000	22
TCGA-UCEC	cg05501996	chr5	51377701	51378000	12
TCGA-UCEC	cg25961099	chr11	2300701	2301000	6
TCGA-UCEC	cg05849324	chr6	18122101	18122400	26
TCGA-UCEC	cg22517388	chr5	71718901	71719200	21
TCGA-UCEC	cg05250119	chr15	78831001	78831300	23
TCGA-UCEC	cg00085434	chr11	14905801	14906100	16
TCGA-UCEC	cg11869007	chr12	51821401	51821700	43
TCGA-UCEC	cg08395122	chr5	141421201	141421500	27
TCGA-UCEC	cg06788514	chr16	88700701	88701000	12
TCGA-UCEC	cg20912272	chr3	129046501	129046800	22
TCGA-UCEC	cg13327545	chr10	22334401	22334700	36
TCGA-UCEC	cg18526607	chr5	55223401	55223700	30
TCGA-UCEC	cg03978242	chr17	42670201	42670500	40
TCGA-UCEC	cg23074932	chr5	141339001	141339300	16
TCGA-UCEC	cg26578682	chr5	2749801	2750100	21
TCGA-UCEC	cg14717557	chr6	100447501	100447800	11
TCGA-UCEC	cg13355424	chr1	157195201	157195500	22
TCGA-UCEC	cg18471993	chr6	100469401	100469700	25
TCGA-UCEC	cg22821981	chr3	122577301	122577600	6
TCGA-UCEC	cg03959232	chr5	141241501	141241800	33
TCGA-UCEC	cg20245439	chr20	3072301	3072600	22
TCGA-UCEC	cg22799420	chr14	101562601	101562900	15
TCGA-UCEC	cg20550790	chr5	93570301	93570600	20
TCGA-UCEC	cg17786697	chr5	123094801	123095100	13
TCGA-UCEC	cg01434025	chr15	29103301	29103600	18
TCGA-UCEC	cg11320910	chr8	11681101	11681400	21
TCGA-UCEC	cg08703337	chr12	125861701	125862000	26
TCGA-UCEC	cg00667751	chr6	28988401	28988700	27
TCGA-UCEC	cg07791011	chr3	62378101	62378400	8
TCGA-UCEC	cg23372684	chr5	178577401	178577700	21
TCGA-UCEC	cg01287000	chr8	144713101	144713400	30
TCGA-UCEC	cg13891220	chr4	110628601	110628900	15
TCGA-UCEC	cg03646261	chr2	45008101	45008400	10
TCGA-UCEC	cg12490835	chr10	22334701	22335000	22
TCGA-UCEC	cg17102910	chr7	1086601	1086900	10
TCGA-UCEC	cg08748170	chr5	55222801	55223100	9
TCGA-UCEC	cg08025100	chr14	77271301	77271600	14
TCGA-UCEC	cg12006284	chr11	32427901	32428200	21
TCGA-UCEC	cg01798261	chr20	21397801	21398100	16
TCGA-UCEC	cg02971322	chr10	101238001	101238300	13
TCGA-UCEC	cg24154937	chr12	5044501	5044800	30
TCGA-UCEC	cg03345448	chr6	40754701	40755000	14
TCGA-UCEC	cg14431443	chr12	114408601	114408900	16
TCGA-UCEC	cg20690420	chr6	108167401	108167700	23
TCGA-UCEC	cg03340356	chr1	67134901	67135200	14
TCGA-UCEC	cg14780466	chr2	20670901	20671200	42
TCGA-UCEC	cg14843341	chr6	42104701	42105000	30
TCGA-UCEC	cg13828758	chr15	23687101	23687400	35
TCGA-UCEC	cg26679785	chr1	182952901	182953200	35
TCGA-UCEC	cg06966811	chr14	56809801	56810100	20
TCGA-UCEC	cg16194233	chr6	108119701	108120000	25
TCGA-UCEC	cg15541630	chr8	86069401	86069700	30
TCGA-UCEC	cg03301848	chr6	137488801	137489100	32
TCGA-UCEC	cg24394172	chr4	46992901	46993200	13
TCGA-UCEC	cg25513635	chr19	18870301	18870600	24
TCGA-UCEC	cg03066050	chr9	107487301	107487600	21
TCGA-UCEC	cg15171839	chr5	93588601	93588900	39
TCGA-UCEC	cg07739604	chr12	124466401	124466700	9
TCGA-UCEC	cg02267483	chr5	141430801	141431100	18
TCGA-UCEC	cg19509311	chr6	105981301	105981600	26
TCGA-UCEC	cg10721834	chr19	22807201	22807500	30
TCGA-UCEC	cg01983682	chr2	161427301	161427600	16
TCGA-UCEC	cg21298174	chr19	12513601	12513900	18
TCGA-UCEC	cg22283925	chr4	187996801	187997100	14
TCGA-UCEC	cg26276327	chr1	247347901	247348200	21
TCGA-UCEC	cg23413809	chr2	45006601	45006900	7
TCGA-UCEC	cg19866866	chr1	182056801	182057100	27
TCGA-UCEC	cg06668065	chr5	93573301	93573600	13
TCGA-UCEC	cg20581874	chr14	20723401	20723700	39
TCGA-UCEC	cg03379706	chr16	3690601	3690900	12
TCGA-UCEC	cg09926178	chr1	229433101	229433400	17
TCGA-UCEC	cg09050331	chr8	70072501	70072800	27
TCGA-UCEC	cg11505037	chr13	111534901	111535200	14
TCGA-UCEC	cg13696609	chr9	97855201	97855500	16
TCGA-UCEC	cg00463767	chr2	63054901	63055200	7
TCGA-UCEC	cg12623982	chr10	117535801	117536100	5
TCGA-UCEC	cg04612667	chr6	27738301	27738600	18
TCGA-UCEC	cg03729337	chr5	123094201	123094500	12
TCGA-UCEC	cg09015973	chr2	130916101	130916400	28
TCGA-UCEC	cg17683110	chr16	49278001	49278300	21
TCGA-UCEC	cg25749306	chr19	46494301	46494600	24
TCGA-UCEC	cg08204783	chr19	12513601	12513900	18
TCGA-UCEC	cg11503274	chr5	150167101	150167400	36
TCGA-UCEC	cg01586208	chr19	22623601	22623900	18
TCGA-UCEC	cg11279163	chr20	3248401	3248700	16
